id,name,category,subcategory,rarity,professions,region,short_uses,file_name
54891,Warden's Lantern 54891,Material,Leather,Common,Engineering,Emberford markets,Core trade material used in many early recipes.,item_54891.png
54892,Rivercut Token Bow 54892,Gear,Bow,Uncommon,Smithing,Frost Caverns,Baseline leveling piece with steady stats and simple flavor.,item_54892.png
54893,Ashen Hook 54893,Alchemy,Phial,Uncommon,Enchanting,Deepwatch,Reliable reagent for low to mid-tier mixtures.,item_54893.png
54894,Mireborn Tonic 54894,Trophy,Scale,Common,Herbalism,Deepwatch,Monster proof used for bounties and turn-ins.,item_54894.png
54895,Cinder Charm Ring 54895,Gear,Ring,Common,Cooking,Glimmerdeep canals,Baseline leveling piece with steady stats and simple flavor.,item_54895.png
54896,Ashen Needle 54896,Alchemy,Essence,Common,Cooking,Saltmarrow strand,Reliable reagent for low to mid-tier mixtures.,item_54896.png
54897,Stormkissed Cairn 54897,Trinket,Sigil,Uncommon,Jewelry,Bramblefold hedges,Minor passive charm with low-power utility.,item_54897.png
54898,Bramble Cog 54898,Tool,Chisel,Uncommon,Mining,Saltmarrow strand,Utility item for travel salvage and exploration.,item_54898.png
54899,Ashen Balm 54899,Ingredient,Grain,Uncommon,Fishing,Emberford markets,Common crafting input used across cooking and alchemy.,item_54899.png
54900,Market Spice 54900,Curio,Oddity,Uncommon,Tailoring,Saltmarrow strand,Flavor drop that feeds quests vendors and collectors.,item_54900.png
54901,Rivercut Compass 54901,Alchemy,Essence,Uncommon,Jewelry,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_54901.png
54902,Cinder Shard 54902,Curio,Charm,Common,Mining,Glimmerdeep canals,Flavor drop that feeds quests vendors and collectors.,item_54902.png
54903,Warden's Rivet Axe 54903,Gear,Axe,Common,Jewelry,Emberford markets,Baseline leveling piece with steady stats and simple flavor.,item_54903.png
54904,Saltstained Knife 54904,Toy,Whistle,Rare,Smithing,Glimmerdeep canals,Harmless fun item with small social value.,item_54904.png
54905,Stormkissed Skein 54905,Ingredient,Herb,Common,Tailoring,Glimmerdeep shore,Common crafting input used across cooking and alchemy.,item_54905.png
54906,Saltstained Ration 54906,Ingredient,Root,Common,Mining,Frost Caverns,Common crafting input used across cooking and alchemy.,item_54906.png
54907,Dusk Fillet 54907,Curio,Oddity,Common,Enchanting,Frostbriar trails,Flavor drop that feeds quests vendors and collectors.,item_54907.png
54908,Rivercut Cog 54908,Profession Tool,Tailor Kit,Uncommon,Smithing,Deepwatch,Starter kit enabling profession actions.,item_54908.png
54909,Ashen Needle 54909,Trophy,Claw,Common,Cooking,Frostbriar trails,Monster proof used for bounties and turn-ins.,item_54909.png
54910,Frostbound Gizmo 54910,Material,Leather,Common,Fishing,Emberford markets,Core trade material used in many early recipes.,item_54910.png
54911,Pilgrim's Spice 54911,Alchemy,Catalyst,Common,Enchanting,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_54911.png
54912,Stormkissed Skein 54912,Document,Letter,Common,None,Glimmerdeep canals,Readable lore drop that hints at routes and secrets.,item_54912.png
54913,Rivercut Gizmo 54913,Key,Bone Key,Uncommon,Herbalism,Saltmarrow tidepools,Basic key used for side doors and caches.,item_54913.png
54914,Ashen Compass 54914,Alchemy,Reagent,Common,Leatherworking,Frost Caverns,Reliable reagent for low to mid-tier mixtures.,item_54914.png
54915,Frostbound Gizmo 54915,Material,Leather,Common,Jewelry,Ashen Ridge terraces,Core trade material used in many early recipes.,item_54915.png
54916,Cinder Pike 54916,Map,Harbor Chart,Common,Fishing,Glimmerdeep canals,Simple navigation aid that points to micro-locations.,item_54916.png
54917,Ashen Rivet 54917,Document,Map Scrap,Common,Jewelry,Saltmarrow strand,Readable lore drop that hints at routes and secrets.,item_54917.png
54918,Lanternlit Cairn 54918,World Object,Cairn,Common,Engineering,Bramblefold hedges,Placeable/interactive world piece for events.,item_54918.png
54919,Pilgrim's Totem 54919,Key,Iron Key,Common,Tailoring,Saltmarrow tidepools,Basic key used for side doors and caches.,item_54919.png
54920,Ashen Ink 54920,Document,Map Scrap,Common,Herbalism,Glimmerdeep shore,Readable lore drop that hints at routes and secrets.,item_54920.png
54921,Pilgrim's Fillet Ring 54921,Gear,Ring,Common,Mining,Saltmarrow tidepools,Baseline leveling piece with steady stats and simple flavor.,item_54921.png
54922,Pilgrim's Compass 54922,Ingredient,Berry,Common,Jewelry,Ashen Ridge terraces,Common crafting input used across cooking and alchemy.,item_54922.png
54923,Frostbound Brew 54923,Alchemy,Phial,Common,Fishing,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_54923.png
54924,Glimmering Totem 54924,Alchemy,Phial,Uncommon,Leatherworking,Saltmarrow strand,Reliable reagent for low to mid-tier mixtures.,item_54924.png
54925,Cinder Stitch 54925,Trophy,Scale,Common,None,Emberford markets,Monster proof used for bounties and turn-ins.,item_54925.png
54926,Cinder Ration 54926,Trinket,Charm,Uncommon,Fishing,Emberford markets,Minor passive charm with low-power utility.,item_54926.png
54927,Market Ration 54927,Trophy,Fang,Uncommon,Smithing,Deepwatch,Monster proof used for bounties and turn-ins.,item_54927.png
54928,Glimmering Pike 54928,Map,Ruin Sketch,Rare,Jewelry,Glimmerdeep canals,Simple navigation aid that points to micro-locations.,item_54928.png
54929,Hearthworn Knot 54929,Toy,Spin Top,Uncommon,Leatherworking,Glimmerdeep shore,Harmless fun item with small social value.,item_54929.png
54930,Lanternlit Carving 54930,Quest,Quest Item,Rare,Enchanting,Bramblefold hedges,Objective item for contracts and errands.,item_54930.png
54931,Lanternlit Knot 54931,Trophy,Fang,Common,Jewelry,Emberford outskirts,Monster proof used for bounties and turn-ins.,item_54931.png
54932,Oathforged Band Polearm 54932,Gear,Polearm,Common,Engineering,Emberford outskirts,Baseline leveling piece with steady stats and simple flavor.,item_54932.png
54933,Rivercut Charm 54933,Trophy,Horn,Uncommon,Smithing,Glimmerdeep canals,Monster proof used for bounties and turn-ins.,item_54933.png
54934,Oathforged Pouch 54934,Trinket,Sigil,Uncommon,Engineering,Emberford markets,Minor passive charm with low-power utility.,item_54934.png
54935,Mireborn Spice 54935,Map,Trail Map,Common,Tailoring,Saltmarrow strand,Simple navigation aid that points to micro-locations.,item_54935.png
54936,Stormkissed Talisman 54936,Toy,Dice,Common,Leatherworking,Bramblefold hedges,Harmless fun item with small social value.,item_54936.png
54937,Frostbound Cairn 54937,Material,Ore,Common,Smithing,Emberford outskirts,Core trade material used in many early recipes.,item_54937.png
54938,Oathforged Knot Robe 54938,Gear,Cloth Robe,Uncommon,None,Emberford outskirts,Baseline leveling piece with steady stats and simple flavor.,item_54938.png
54939,Frostbound Pike 54939,Quest,Quest Item,Uncommon,None,Glimmerdeep canals,Objective item for contracts and errands.,item_54939.png
54940,Dusk Totem 54940,Quest,Quest Item,Common,Leatherworking,Bramblefold hedges,Objective item for contracts and errands.,item_54940.png
54941,Oathforged Hook 54941,Curio,Relic,Common,Enchanting,Frost Caverns,Flavor drop that feeds quests vendors and collectors.,item_54941.png
54942,Cinder Rivet 54942,Trinket,Sigil,Uncommon,Enchanting,Deepwatch,Minor passive charm with low-power utility.,item_54942.png
54943,Pilgrim's Spice 54943,Profession Tool,Jeweler Kit,Common,Cooking,Duskhollow bogs,Starter kit enabling profession actions.,item_54943.png
54944,Hearthworn Ration 54944,Map,Harbor Chart,Uncommon,Leatherworking,Glimmerdeep canals,Simple navigation aid that points to micro-locations.,item_54944.png
54945,Glimmering Ration 54945,Document,Prayer Slip,Uncommon,None,Glimmerdeep shore,Readable lore drop that hints at routes and secrets.,item_54945.png
54946,Pilgrim's Seal 54946,Map,Trail Map,Common,Engineering,Frostbriar trails,Simple navigation aid that points to micro-locations.,item_54946.png
54947,Pilgrim's Cairn 54947,Ingredient,Spice,Common,Tailoring,Frostbriar trails,Common crafting input used across cooking and alchemy.,item_54947.png
54948,Pilgrim's Ration 54948,Profession Tool,Jeweler Kit,Common,Fishing,Saltmarrow strand,Starter kit enabling profession actions.,item_54948.png
54949,Cinder Lantern 54949,Consumable,Salve,Uncommon,None,Ashen Ridge terraces,Everyday field supply that reduces downtime.,item_54949.png
54950,Frostbound Brew 54950,Trinket,Charm,Uncommon,Mining,Glimmerdeep shore,Minor passive charm with low-power utility.,item_54950.png
54951,Glimmering Buckle 54951,Quest,Quest Item,Uncommon,Fishing,Ashen Ridge terraces,Objective item for contracts and errands.,item_54951.png
54952,Bramble Compass 54952,Document,Field Note,Uncommon,Herbalism,Emberford markets,Readable lore drop that hints at routes and secrets.,item_54952.png
54953,Mireborn Ink 54953,Key,Bone Key,Common,Engineering,Emberford markets,Basic key used for side doors and caches.,item_54953.png
54954,Warden's Stitch 54954,Document,Ledger,Common,Jewelry,Duskhollow bogs,Readable lore drop that hints at routes and secrets.,item_54954.png
54955,Hearthworn Ink 54955,Curio,Token,Common,Tailoring,Glimmerdeep canals,Flavor drop that feeds quests vendors and collectors.,item_54955.png
54956,Frostbound Cairn 54956,Consumable,Food,Rare,Smithing,Deepwatch,Everyday field supply that reduces downtime.,item_54956.png
54957,Warden's Gizmo 54957,Quest,Quest Item,Rare,Alchemy,Saltmarrow strand,Objective item for contracts and errands.,item_54957.png
54958,Mireborn Pouch 54958,Key,Iron Key,Uncommon,Smithing,Frostbriar trails,Basic key used for side doors and caches.,item_54958.png
54959,Pilgrim's Spice 54959,World Object,Totem,Common,Tailoring,Emberford markets,Placeable/interactive world piece for events.,item_54959.png
54960,Frostbound Gizmo 54960,Tool,Hammer,Uncommon,Herbalism,Emberford markets,Utility item for travel salvage and exploration.,item_54960.png
54961,Hearthworn Hook 54961,Alchemy,Catalyst,Uncommon,Fishing,Glimmerdeep shore,Reliable reagent for low to mid-tier mixtures.,item_54961.png
54962,Cinder Seal 54962,Trinket,Stone,Rare,None,Glimmerdeep canals,Minor passive charm with low-power utility.,item_54962.png
54963,Saltstained Totem 54963,Curio,Trinket Bit,Common,Mining,Ashen Ridge terraces,Flavor drop that feeds quests vendors and collectors.,item_54963.png
54964,Lanternlit Skein 54964,Alchemy,Reagent,Uncommon,Alchemy,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_54964.png
54965,Rivercut Cog 54965,Document,Map Scrap,Common,None,Glimmerdeep shore,Readable lore drop that hints at routes and secrets.,item_54965.png
54966,Lanternlit Shard 54966,Profession Tool,Alchemy Kit,Rare,Mining,Deepwatch,Starter kit enabling profession actions.,item_54966.png
54967,Pilgrim's Knife 54967,Trinket,Charm,Common,Fishing,Emberford outskirts,Minor passive charm with low-power utility.,item_54967.png
54968,Hearthworn Skein 54968,Trinket,Sigil,Common,Alchemy,Glimmerdeep canals,Minor passive charm with low-power utility.,item_54968.png
54969,Pilgrim's Cog 54969,Curio,Figurine,Common,Fishing,Duskhollow bogs,Flavor drop that feeds quests vendors and collectors.,item_54969.png
54970,Lanternlit Gizmo 54970,Toy,Dice,Common,Alchemy,Glimmerdeep canals,Harmless fun item with small social value.,item_54970.png
54971,Ashen Ledger 54971,Toy,Wooden Doll,Rare,Tailoring,Glimmerdeep shore,Harmless fun item with small social value.,item_54971.png
54972,Ashen Totem 54972,Alchemy,Phial,Rare,Tailoring,Saltmarrow strand,Reliable reagent for low to mid-tier mixtures.,item_54972.png
54973,Glimmering Totem 54973,Key,Bone Key,Common,Mining,Glimmerdeep canals,Basic key used for side doors and caches.,item_54973.png
54974,Ashen Ledger 54974,Tool,Hammer,Common,Tailoring,Ashen Ridge terraces,Utility item for travel salvage and exploration.,item_54974.png
54975,Stormkissed Needle 54975,Alchemy,Distillate,Uncommon,Herbalism,Glimmerdeep shore,Reliable reagent for low to mid-tier mixtures.,item_54975.png
54976,Warden's Ledger 54976,Profession Tool,Alchemy Kit,Uncommon,Enchanting,Glimmerdeep canals,Starter kit enabling profession actions.,item_54976.png
54977,Hearthworn Totem 54977,Material,Stone Block,Common,Fishing,Frost Caverns,Core trade material used in many early recipes.,item_54977.png
54978,Warden's Lantern 54978,Profession Tool,Jeweler Kit,Uncommon,Mining,Emberford markets,Starter kit enabling profession actions.,item_54978.png
54979,Saltstained Ration 54979,Document,Field Note,Common,Cooking,Frostbriar trails,Readable lore drop that hints at routes and secrets.,item_54979.png
54980,Stormkissed Tonic 54980,Ingredient,Fish,Uncommon,Mining,Bramblefold hedges,Common crafting input used across cooking and alchemy.,item_54980.png
54981,Rivercut Brew 54981,Profession Tool,Smith Kit,Common,Mining,Bramblefold hedges,Starter kit enabling profession actions.,item_54981.png
54982,Rivercut Seal 54982,Trinket,Charm,Common,Enchanting,Bramblefold hedges,Minor passive charm with low-power utility.,item_54982.png
54983,Bramble Token 54983,Map,Ruin Sketch,Uncommon,Cooking,Saltmarrow strand,Simple navigation aid that points to micro-locations.,item_54983.png
54984,Ashen Needle 54984,Material,Ingot,Common,Smithing,Frostbriar trails,Core trade material used in many early recipes.,item_54984.png
54985,Market Talisman 54985,Curio,Trinket Bit,Rare,Herbalism,Emberford markets,Flavor drop that feeds quests vendors and collectors.,item_54985.png
54986,Cinder Balm 54986,Material,Stone Block,Uncommon,Alchemy,Glimmerdeep canals,Core trade material used in many early recipes.,item_54986.png
54987,Stormkissed Carving 54987,Trophy,Horn,Common,Fishing,Glimmerdeep canals,Monster proof used for bounties and turn-ins.,item_54987.png
54988,Rivercut Lantern Helm 54988,Gear,Mail Helm,Uncommon,Herbalism,Bramblefold hedges,Baseline leveling piece with steady stats and simple flavor.,item_54988.png
54989,Market Talisman 54989,Alchemy,Reagent,Rare,Enchanting,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_54989.png
54990,Market Cog 54990,Ingredient,Spice,Uncommon,Jewelry,Glimmerdeep shore,Common crafting input used across cooking and alchemy.,item_54990.png
54991,Stormkissed Ink 54991,Map,Cave Map,Common,Leatherworking,Deepwatch,Simple navigation aid that points to micro-locations.,item_54991.png
54992,Dusk Pouch 54992,Ingredient,Spice,Common,Tailoring,Emberford outskirts,Common crafting input used across cooking and alchemy.,item_54992.png
54993,Rivercut Stitch 54993,Curio,Trinket Bit,Common,Mining,Emberford outskirts,Flavor drop that feeds quests vendors and collectors.,item_54993.png
54994,Warden's Seal 54994,Curio,Relic,Common,Fishing,Saltmarrow strand,Flavor drop that feeds quests vendors and collectors.,item_54994.png
54995,Market Pike 54995,Alchemy,Essence,Rare,Engineering,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_54995.png
54996,Pilgrim's Spice 54996,World Object,Cairn,Common,Leatherworking,Ashen Ridge terraces,Placeable/interactive world piece for events.,item_54996.png
54997,Oathforged Ink 54997,Trophy,Fang,Uncommon,Leatherworking,Emberford markets,Monster proof used for bounties and turn-ins.,item_54997.png
54998,Ashen Talisman 54998,Profession Tool,Jeweler Kit,Common,Smithing,Deepwatch,Starter kit enabling profession actions.,item_54998.png
54999,Mireborn Pouch 54999,Curio,Oddity,Common,Tailoring,Glimmerdeep shore,Flavor drop that feeds quests vendors and collectors.,item_54999.png
55000,Bramble Compass 55000,Quest,Quest Item,Common,Fishing,Frost Caverns,Objective item for contracts and errands.,item_55000.png
55001,Frostbound Buckle 55001,Alchemy,Essence,Common,Engineering,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_55001.png
55002,Oathforged Stitch 55002,Key,Iron Key,Common,Cooking,Deepwatch,Basic key used for side doors and caches.,item_55002.png
55003,Hearthworn Knife 55003,Ingredient,Fish,Uncommon,Tailoring,Deepwatch,Common crafting input used across cooking and alchemy.,item_55003.png
55004,Rivercut Brew 55004,Quest,Quest Item,Rare,None,Glimmerdeep shore,Objective item for contracts and errands.,item_55004.png
55005,Cinder Lantern 55005,Document,Notice,Uncommon,Leatherworking,Glimmerdeep canals,Readable lore drop that hints at routes and secrets.,item_55005.png
55006,Dusk Cog 55006,Map,Ruin Sketch,Common,Engineering,Deepwatch,Simple navigation aid that points to micro-locations.,item_55006.png
55007,Saltstained Talisman 55007,Toy,Dice,Uncommon,Alchemy,Emberford outskirts,Harmless fun item with small social value.,item_55007.png
55008,Warden's Rivet 55008,Trinket,Stone,Common,Smithing,Glimmerdeep canals,Minor passive charm with low-power utility.,item_55008.png
55009,Market Pouch 55009,Map,Ruin Sketch,Uncommon,Mining,Frostbriar trails,Simple navigation aid that points to micro-locations.,item_55009.png
55010,Lanternlit Spice 55010,Key,Bone Key,Uncommon,Alchemy,Glimmerdeep shore,Basic key used for side doors and caches.,item_55010.png
55011,Rivercut Skein 55011,World Object,Cache,Uncommon,Tailoring,Frost Caverns,Placeable/interactive world piece for events.,item_55011.png
55012,Mireborn Knot 55012,Material,Leather,Common,Jewelry,Glimmerdeep canals,Core trade material used in many early recipes.,item_55012.png
55013,Rivercut Tonic 55013,Toy,Dice,Common,Enchanting,Saltmarrow strand,Harmless fun item with small social value.,item_55013.png
55014,Lanternlit Compass 55014,Document,Ledger,Common,Jewelry,Bramblefold hedges,Readable lore drop that hints at routes and secrets.,item_55014.png
55015,Ashen Rivet 55015,Curio,Figurine,Common,Mining,Saltmarrow strand,Flavor drop that feeds quests vendors and collectors.,item_55015.png
55016,Frostbound Tonic 55016,Key,Iron Key,Common,Leatherworking,Deepwatch,Basic key used for side doors and caches.,item_55016.png
55017,Dusk Spice 55017,Profession Tool,Tailor Kit,Common,Engineering,Emberford outskirts,Starter kit enabling profession actions.,item_55017.png
55018,Dusk Tonic 55018,Trinket,Charm,Uncommon,Fishing,Frost Caverns,Minor passive charm with low-power utility.,item_55018.png
55019,Glimmering Charm 55019,Quest,Quest Item,Common,None,Glimmerdeep canals,Objective item for contracts and errands.,item_55019.png
55020,Pilgrim's Buckle Boots 55020,Gear,Leather Boots,Common,Tailoring,Frostbriar trails,Baseline leveling piece with steady stats and simple flavor.,item_55020.png
55021,Pilgrim's Needle 55021,Tool,Saw,Common,None,Frost Caverns,Utility item for travel salvage and exploration.,item_55021.png
55022,Market Hook 55022,Curio,Trinket Bit,Uncommon,Smithing,Glimmerdeep canals,Flavor drop that feeds quests vendors and collectors.,item_55022.png
55023,Stormkissed Hook 55023,World Object,Cairn,Common,Jewelry,Bramblefold hedges,Placeable/interactive world piece for events.,item_55023.png
55024,Mireborn Hook 55024,Trinket,Sigil,Common,Jewelry,Duskhollow bogs,Minor passive charm with low-power utility.,item_55024.png
55025,Market Pike Dagger 55025,Gear,Dagger,Common,Enchanting,Frostbriar trails,Baseline leveling piece with steady stats and simple flavor.,item_55025.png
55026,Stormkissed Gizmo 55026,Material,Oil,Common,Herbalism,Glimmerdeep canals,Core trade material used in many early recipes.,item_55026.png
55027,Cinder Pike 55027,Material,Dye,Common,Cooking,Frost Caverns,Core trade material used in many early recipes.,item_55027.png
55028,Rivercut Fillet 55028,Quest,Quest Item,Uncommon,None,Saltmarrow tidepools,Objective item for contracts and errands.,item_55028.png
55029,Rivercut Carving 55029,Material,Glass,Uncommon,Smithing,Emberford outskirts,Core trade material used in many early recipes.,item_55029.png
55030,Cinder Pike 55030,Map,Harbor Chart,Common,Engineering,Glimmerdeep shore,Simple navigation aid that points to micro-locations.,item_55030.png
55031,Oathforged Rivet 55031,Ingredient,Meat,Common,Enchanting,Frost Caverns,Common crafting input used across cooking and alchemy.,item_55031.png
55032,Hearthworn Seal 55032,Trophy,Scale,Common,None,Ashen Ridge terraces,Monster proof used for bounties and turn-ins.,item_55032.png
55033,Dusk Knife 55033,Ingredient,Meat,Uncommon,Cooking,Bramblefold hedges,Common crafting input used across cooking and alchemy.,item_55033.png
55034,Ashen Spice 55034,Material,Leather,Uncommon,Alchemy,Glimmerdeep shore,Core trade material used in many early recipes.,item_55034.png
55035,Stormkissed Rivet 55035,Curio,Trinket Bit,Common,Fishing,Frostbriar trails,Flavor drop that feeds quests vendors and collectors.,item_55035.png
55036,Glimmering Pouch Trinket 55036,Gear,Trinket,Common,Leatherworking,Deepwatch,Baseline leveling piece with steady stats and simple flavor.,item_55036.png
55037,Mireborn Needle 55037,Ingredient,Spice,Uncommon,Enchanting,Frost Caverns,Common crafting input used across cooking and alchemy.,item_55037.png
55038,Lanternlit Carving 55038,Key,Copper Key,Uncommon,Alchemy,Saltmarrow tidepools,Basic key used for side doors and caches.,item_55038.png
55039,Warden's Band 55039,Alchemy,Catalyst,Rare,Cooking,Glimmerdeep shore,Reliable reagent for low to mid-tier mixtures.,item_55039.png
55040,Bramble Brew 55040,Material,Dye,Rare,Smithing,Emberford outskirts,Core trade material used in many early recipes.,item_55040.png
55041,Mireborn Needle 55041,Map,Cave Map,Common,Herbalism,Deepwatch,Simple navigation aid that points to micro-locations.,item_55041.png
55042,Warden's Totem 55042,Material,Cloth Bolt,Common,Enchanting,Duskhollow bogs,Core trade material used in many early recipes.,item_55042.png
55043,Rivercut Needle 55043,Curio,Figurine,Common,Fishing,Emberford outskirts,Flavor drop that feeds quests vendors and collectors.,item_55043.png
55044,Hearthworn Band 55044,Profession Tool,Fishing Kit,Uncommon,Smithing,Emberford outskirts,Starter kit enabling profession actions.,item_55044.png
55045,Bramble Balm 55045,Curio,Trinket Bit,Common,Engineering,Deepwatch,Flavor drop that feeds quests vendors and collectors.,item_55045.png
55046,Stormkissed Knot 55046,Material,Cloth Bolt,Common,Alchemy,Duskhollow bogs,Core trade material used in many early recipes.,item_55046.png
55047,Glimmering Cog 55047,Ingredient,Fish,Uncommon,Jewelry,Emberford markets,Common crafting input used across cooking and alchemy.,item_55047.png
55048,Bramble Ledger 55048,Trophy,Horn,Common,Cooking,Frost Caverns,Monster proof used for bounties and turn-ins.,item_55048.png
55049,Bramble Stitch 55049,Consumable,Potion,Common,Smithing,Bramblefold hedges,Everyday field supply that reduces downtime.,item_55049.png
55050,Bramble Ledger 55050,Key,Bone Key,Rare,Engineering,Deepwatch,Basic key used for side doors and caches.,item_55050.png
55051,Market Needle 55051,Toy,Spin Top,Common,Fishing,Bramblefold hedges,Harmless fun item with small social value.,item_55051.png
55052,Glimmering Cairn 55052,Ingredient,Grain,Rare,Engineering,Deepwatch,Common crafting input used across cooking and alchemy.,item_55052.png
55053,Glimmering Skein 55053,Trinket,Charm,Common,Enchanting,Frostbriar trails,Minor passive charm with low-power utility.,item_55053.png
55054,Saltstained Tonic 55054,Consumable,Tea,Common,Cooking,Emberford markets,Everyday field supply that reduces downtime.,item_55054.png
55055,Lanternlit Cog 55055,Tool,Lockpick,Common,Tailoring,Glimmerdeep shore,Utility item for travel salvage and exploration.,item_55055.png
55056,Lanternlit Gizmo 55056,Quest,Quest Item,Common,Mining,Emberford outskirts,Objective item for contracts and errands.,item_55056.png
55057,Pilgrim's Hook 55057,Trinket,Sigil,Common,Engineering,Saltmarrow tidepools,Minor passive charm with low-power utility.,item_55057.png
55058,Hearthworn Tonic 55058,Alchemy,Distillate,Uncommon,Enchanting,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_55058.png
55059,Market Band 55059,Material,Glass,Uncommon,Tailoring,Emberford outskirts,Core trade material used in many early recipes.,item_55059.png
55060,Glimmering Carving 55060,Tool,Compass,Rare,Herbalism,Deepwatch,Utility item for travel salvage and exploration.,item_55060.png
55061,Ashen Compass 55061,Ingredient,Spice,Uncommon,Engineering,Saltmarrow tidepools,Common crafting input used across cooking and alchemy.,item_55061.png
55062,Warden's Ration 55062,Tool,Knife,Uncommon,Tailoring,Emberford markets,Utility item for travel salvage and exploration.,item_55062.png
55063,Lanternlit Ration 55063,Toy,Whistle,Common,Jewelry,Duskhollow bogs,Harmless fun item with small social value.,item_55063.png
55064,Hearthworn Fillet 55064,Trophy,Horn,Uncommon,Tailoring,Deepwatch,Monster proof used for bounties and turn-ins.,item_55064.png
55065,Oathforged Ledger 55065,Profession Tool,Cooking Kit,Uncommon,None,Emberford markets,Starter kit enabling profession actions.,item_55065.png
55066,Glimmering Buckle 55066,Key,Copper Key,Uncommon,Jewelry,Saltmarrow tidepools,Basic key used for side doors and caches.,item_55066.png
55067,Bramble Seal 55067,Ingredient,Resin,Common,Tailoring,Frost Caverns,Common crafting input used across cooking and alchemy.,item_55067.png
55068,Oathforged Seal 55068,Tool,Torch,Uncommon,Fishing,Glimmerdeep canals,Utility item for travel salvage and exploration.,item_55068.png
55069,Dusk Ink 55069,Map,Cave Map,Uncommon,Enchanting,Frost Caverns,Simple navigation aid that points to micro-locations.,item_55069.png
55070,Hearthworn Balm 55070,Key,Copper Key,Uncommon,Mining,Frost Caverns,Basic key used for side doors and caches.,item_55070.png
55071,Lanternlit Hook 55071,Key,Iron Key,Uncommon,Herbalism,Glimmerdeep canals,Basic key used for side doors and caches.,item_55071.png
55072,Warden's Brew 55072,Key,Copper Key,Common,Smithing,Duskhollow bogs,Basic key used for side doors and caches.,item_55072.png
55073,Dusk Talisman Bracers 55073,Gear,Plate Bracers,Rare,Herbalism,Frost Caverns,Baseline leveling piece with steady stats and simple flavor.,item_55073.png
55074,Oathforged Stitch 55074,Trinket,Stone,Common,Tailoring,Ashen Ridge terraces,Minor passive charm with low-power utility.,item_55074.png
55075,Ashen Charm 55075,Trophy,Claw,Common,Tailoring,Ashen Ridge terraces,Monster proof used for bounties and turn-ins.,item_55075.png
55076,Mireborn Balm 55076,Document,Prayer Slip,Common,Alchemy,Saltmarrow tidepools,Readable lore drop that hints at routes and secrets.,item_55076.png
55077,Warden's Spice 55077,Map,Ruin Sketch,Common,Alchemy,Ashen Ridge terraces,Simple navigation aid that points to micro-locations.,item_55077.png
55078,Oathforged Fillet 55078,Trinket,Stone,Common,Fishing,Frostbriar trails,Minor passive charm with low-power utility.,item_55078.png
55079,Pilgrim's Lantern 55079,Material,Leather,Common,Tailoring,Emberford outskirts,Core trade material used in many early recipes.,item_55079.png
55080,Frostbound Ledger 55080,Quest,Quest Item,Common,Mining,Saltmarrow strand,Objective item for contracts and errands.,item_55080.png
55081,Saltstained Ledger 55081,Document,Ledger,Common,None,Ashen Ridge terraces,Readable lore drop that hints at routes and secrets.,item_55081.png
55082,Rivercut Knot 55082,Document,Ledger,Uncommon,Cooking,Saltmarrow tidepools,Readable lore drop that hints at routes and secrets.,item_55082.png
55083,Glimmering Carving 55083,Consumable,Scroll,Uncommon,Engineering,Saltmarrow strand,Everyday field supply that reduces downtime.,item_55083.png
55084,Ashen Token 55084,World Object,Cache,Common,Alchemy,Saltmarrow strand,Placeable/interactive world piece for events.,item_55084.png
55085,Rivercut Ration 55085,Tool,Knife,Common,Herbalism,Duskhollow bogs,Utility item for travel salvage and exploration.,item_55085.png
55086,Lanternlit Ration Dagger 55086,Gear,Dagger,Common,Engineering,Bramblefold hedges,Baseline leveling piece with steady stats and simple flavor.,item_55086.png
55087,Dusk Ration 55087,Quest,Quest Item,Common,Fishing,Ashen Ridge terraces,Objective item for contracts and errands.,item_55087.png
55088,Ashen Stitch 55088,Document,Letter,Common,Smithing,Glimmerdeep shore,Readable lore drop that hints at routes and secrets.,item_55088.png
55089,Cinder Token 55089,Map,Harbor Chart,Uncommon,Cooking,Glimmerdeep shore,Simple navigation aid that points to micro-locations.,item_55089.png
55090,Dusk Band 55090,Quest,Quest Item,Uncommon,None,Emberford markets,Objective item for contracts and errands.,item_55090.png
55091,Hearthworn Pike 55091,Material,Ingot,Uncommon,Fishing,Bramblefold hedges,Core trade material used in many early recipes.,item_55091.png
55092,Oathforged Cairn 55092,Trinket,Charm,Rare,Herbalism,Saltmarrow strand,Minor passive charm with low-power utility.,item_55092.png
55093,Pilgrim's Spice 55093,Document,Prayer Slip,Common,Smithing,Bramblefold hedges,Readable lore drop that hints at routes and secrets.,item_55093.png
55094,Mireborn Shard 55094,Tool,Knife,Uncommon,Tailoring,Ashen Ridge terraces,Utility item for travel salvage and exploration.,item_55094.png
55095,Pilgrim's Band 55095,Ingredient,Sap,Common,Enchanting,Bramblefold hedges,Common crafting input used across cooking and alchemy.,item_55095.png
